,product name,ratings,reviews,helpful,date,,asin,target,text
4791,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  This product is the highest potency at the best price that I have found. I started taking Turmeric  Curcumin a few months ago to help reduce inflammation. I started out with other brands at lower doses , but didn't notice any difference. I decided to go with Nature's Nutrition Maximum Potency and felt a big difference. I highly recommend this product to anyone who has inflammation due to Arthritis. It's a healthy alternative to treat this type of condition.

",5,"September 17, 2017",,B06X9T1Y3F,p,"

  This product is the highest potency at the best price that I have found. I started taking Turmeric  Curcumin a few months ago to help reduce inflammation. I started out with other brands at lower doses , but didn't notice any difference. I decided to go with Nature's Nutrition Maximum Potency and felt a big difference. I highly recommend this product to anyone who has inflammation due to Arthritis. It's a healthy alternative to treat this type of condition.

"
4792,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  I have never had a supplement have such impact.  I have struggled with increasing joint and lower back pain.  I started using Tumeric Curcumin about 2 months ago and decided to try this brand because the other one I was using was twice the cost.  I have been quite pleased with the results.  For the most part, I get through each day without any pain.  In short, this product is both effective and reasonably priced.

",5,"June 18, 2018",,B06X9T1Y3F,p,"

  I have never had a supplement have such impact.  I have struggled with increasing joint and lower back pain.  I started using Tumeric Curcumin about 2 months ago and decided to try this brand because the other one I was using was twice the cost.  I have been quite pleased with the results.  For the most part, I get through each day without any pain.  In short, this product is both effective and reasonably priced.

"
4793,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  I bought this product due to a large number of positive reviews and have to say that I am very impressed with the positive effects. I suffer from 3 knee operations and a bit of arthritis, but continue to workout 5 times a week and needed some relief from that morning wakeup when everything hurts all at once. A few things....the taste is not bad at all and easy to swallow. I have no stomach issues after taking it and have to say that my morning pain level has gone from a 6 to a 2 and I have not done anything different except take this product (3 capsules per day).

",2,"November 29, 2019",,B06X9T1Y3F,p,"

  I bought this product due to a large number of positive reviews and have to say that I am very impressed with the positive effects. I suffer from 3 knee operations and a bit of arthritis, but continue to workout 5 times a week and needed some relief from that morning wakeup when everything hurts all at once. A few things....the taste is not bad at all and easy to swallow. I have no stomach issues after taking it and have to say that my morning pain level has gone from a 6 to a 2 and I have not done anything different except take this product (3 capsules per day).

"
4794,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  I stated taking this supplement due to joint pain (called arthralgias) that women who have been treated for breast cancer sometimes experience with medications known as aromatase inhibitors. One of the biggest issues oncologists face is getting patients to stay on the medication for 5 years, since the arthralgias can become severe enough to become a quality of life issue, even though the AI's are used to try to help prevent recurrence. I had a lot of trouble with joint pain, and had switched medications, to no avail. Once I started using this supplement, my symptoms improved dramatically. I went to see my oncologist, and she was amazed at how well I was doing. I told her about the Turmeric/Curcumin I was taking, and she said that a colleague had just told her that studies were showing that Turmeric is working for arthralgias. She was excited by what I was telling her and asked me to send her a picture of what I am taking so that she can recommend it to other patients. I have recommended this brand to several friends as well for a variety of joint issues. Very impressed with the results!

",2,"October 15, 2018",,B06X9T1Y3F,p,"

  I stated taking this supplement due to joint pain (called arthralgias) that women who have been treated for breast cancer sometimes experience with medications known as aromatase inhibitors. One of the biggest issues oncologists face is getting patients to stay on the medication for 5 years, since the arthralgias can become severe enough to become a quality of life issue, even though the AI's are used to try to help prevent recurrence. I had a lot of trouble with joint pain, and had switched medications, to no avail. Once I started using this supplement, my symptoms improved dramatically. I went to see my oncologist, and she was amazed at how well I was doing. I told her about the Turmeric/Curcumin I was taking, and she said that a colleague had just told her that studies were showing that Turmeric is working for arthralgias. She was excited by what I was telling her and asked me to send her a picture of what I am taking so that she can recommend it to other patients. I have recommended this brand to several friends as well for a variety of joint issues. Very impressed with the results!

"
4795,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  I'm not really sure what all the negative reviews are about. They all seem to be from quite some time ago, so perhaps the product improved before my first purchase.Personally, I have had no trouble with this brand of turmeric. Yes, there is a strong smell and taste when taking them. But that's a good thing, in my opinion.  Turmeric and black pepper both have strong tastes and smells. I would be more concerned if they had no scent or taste. Especially since they are in a vegan capsule, not a synthetic capsule designed to block the natural taste and smell of the contents.I use turmeric powder in pretty much everything I cook, as well as take 2 capsules of this brand, daily. I have fibromyalgia, degenerative disc disease, and osteoarthritis. I definitely notice more of a difference between when I take this with my other meds, and when I don't. In my personal opinion, I would recommend this to anyone seeking an all natural remedy for minor joint pain.

",1,"August 5, 2020",,B06X9T1Y3F,p,"

  I'm not really sure what all the negative reviews are about. They all seem to be from quite some time ago, so perhaps the product improved before my first purchase.Personally, I have had no trouble with this brand of turmeric. Yes, there is a strong smell and taste when taking them. But that's a good thing, in my opinion.  Turmeric and black pepper both have strong tastes and smells. I would be more concerned if they had no scent or taste. Especially since they are in a vegan capsule, not a synthetic capsule designed to block the natural taste and smell of the contents.I use turmeric powder in pretty much everything I cook, as well as take 2 capsules of this brand, daily. I have fibromyalgia, degenerative disc disease, and osteoarthritis. I definitely notice more of a difference between when I take this with my other meds, and when I don't. In my personal opinion, I would recommend this to anyone seeking an all natural remedy for minor joint pain.

"
4796,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  I use this for an anti-inflammatory to treat rheumatoid and osteoarthritis. This stuff really works.  I have an inherited bleeding disorder that causes poor blood clotting time so I can't take aspirin, ibuprofen or any NSAIDs which sucks because these are the gold standard for treating arthritis or inflammation pain.  After checking with my Dr. and knowing that turmeric can also interfere with blood clotting, (you can't take tumeric if you are on blood thinners), we decided that this was worth a try.  We did a clotting time test after I had been taking this for a week and it wasn't any worse than normal and much better than the clotting times after taking aspirin or ibuprofen because on these, I can get nose bleeds.  Great stuff and who wouldn't want to go natural when treating pain?

",3,"April 9, 2018",,B06X9T1Y3F,p,"

  I use this for an anti-inflammatory to treat rheumatoid and osteoarthritis. This stuff really works.  I have an inherited bleeding disorder that causes poor blood clotting time so I can't take aspirin, ibuprofen or any NSAIDs which sucks because these are the gold standard for treating arthritis or inflammation pain.  After checking with my Dr. and knowing that turmeric can also interfere with blood clotting, (you can't take tumeric if you are on blood thinners), we decided that this was worth a try.  We did a clotting time test after I had been taking this for a week and it wasn't any worse than normal and much better than the clotting times after taking aspirin or ibuprofen because on these, I can get nose bleeds.  Great stuff and who wouldn't want to go natural when treating pain?

"
4797,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",4,"

  I have not felt physically any marked positive improvement in my health;  but we ordered from Nature's Nutrition because their Tumeric Curcumin with (black pepper) Bioperine, because of the price and the higher mg's offered for a very reasonable price.  Nature's Nutrition is a family owned and operated small business, and I love supporting small businesses.  While I wish I could testify to some dramatic physical improvement or more Zip in my Zap, I take it because of the scientific and medical evidence testifying how GOOD this product is for your body.  While I""m not doing splits and double back flips upon getting out of bed each morning, I am getting out of bed and standing up and ....""HEY!  That's a whole lot better and exciting than having to be hoisted out of bed by a block and tackle!""  :)

",2,"September 11, 2018",,B06X9T1Y3F,p,"

  I have not felt physically any marked positive improvement in my health;  but we ordered from Nature's Nutrition because their Tumeric Curcumin with (black pepper) Bioperine, because of the price and the higher mg's offered for a very reasonable price.  Nature's Nutrition is a family owned and operated small business, and I love supporting small businesses.  While I wish I could testify to some dramatic physical improvement or more Zip in my Zap, I take it because of the scientific and medical evidence testifying how GOOD this product is for your body.  While I""m not doing splits and double back flips upon getting out of bed each morning, I am getting out of bed and standing up and ....""HEY!  That's a whole lot better and exciting than having to be hoisted out of bed by a block and tackle!""  :)

"
4798,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Since giving up on doctor prescribed pain relievers for hand and joint pain, I began a daily turmeric regimen. I have tried some very expensive brands and finally decided last year to try this turmeric brand as the others were getting too expensive. I have found this brand to be just as effective as the most ""recommended"" brands and it is certainly more cost effective. I have been taking this one for just over a year now and do not plan to quit. i do not even take the extra otc tylenol much anymore either.

",2,"August 24, 2020",,B06X9T1Y3F,p,"

  Since giving up on doctor prescribed pain relievers for hand and joint pain, I began a daily turmeric regimen. I have tried some very expensive brands and finally decided last year to try this turmeric brand as the others were getting too expensive. I have found this brand to be just as effective as the most ""recommended"" brands and it is certainly more cost effective. I have been taking this one for just over a year now and do not plan to quit. i do not even take the extra otc tylenol much anymore either.

"
4799,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",1,"

  I bought these capsules for a reason completely other than joint pain relief. But, this turmeric blasted away all my joint pain like a surge of dragon fire.This winter has been brutal on my body. It's been very cold but, even worse, the weather often won't make up its mind. Two weeks ago, we had temperatures in the mid-70's one day but, a few days before that, we had a snow storm. Being pulled back and forth like a rubber band has taken a serious toll on my joints and back.I got the supplement yesterday. It was the middle of the day, so I only took the afternoon and evening doses. But, this morning, I woke up with almost zero pain!Nothing will work for absolutely everyone, but this worked very well for me and I'm unbelievably grateful. It actually exceeded my expectations! I tell anyone that it's worth a try. It's great for joint pain relief and overall health.

",18,"March 5, 2018",,B06X9T1Y3F,n,"

  I bought these capsules for a reason completely other than joint pain relief. But, this turmeric blasted away all my joint pain like a surge of dragon fire.This winter has been brutal on my body. It's been very cold but, even worse, the weather often won't make up its mind. Two weeks ago, we had temperatures in the mid-70's one day but, a few days before that, we had a snow storm. Being pulled back and forth like a rubber band has taken a serious toll on my joints and back.I got the supplement yesterday. It was the middle of the day, so I only took the afternoon and evening doses. But, this morning, I woke up with almost zero pain!Nothing will work for absolutely everyone, but this worked very well for me and I'm unbelievably grateful. It actually exceeded my expectations! I tell anyone that it's worth a try. It's great for joint pain relief and overall health.

"
4800,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  As an ER nurse who works very long 12 hour shifts for over 30 years this is a MUST! My knees are ALWAYS causing me pain, jumping out of aircraft in the military didn’t help either! I was SKEPTICAL AS HELL but I NEED to keep going in life. After a few days, maybe 5(?) taking 2 capsules every morning I actually noticed I didn’t have pain....NO JOKE! 110% BELIEVER and I now tell my patients about this wonderful supplement.DO NOT be a statistic with the current Opoid crisis.....arthritis pain is gone (that’s what I take it for)!!Try it!!! It’s cheap, easy and hell.....it gets you OUT OF PAIN!!!😬

",4,"September 22, 2018",,B06X9T1Y3F,p,"

  As an ER nurse who works very long 12 hour shifts for over 30 years this is a MUST! My knees are ALWAYS causing me pain, jumping out of aircraft in the military didn’t help either! I was SKEPTICAL AS HELL but I NEED to keep going in life. After a few days, maybe 5(?) taking 2 capsules every morning I actually noticed I didn’t have pain....NO JOKE! 110% BELIEVER and I now tell my patients about this wonderful supplement.DO NOT be a statistic with the current Opoid crisis.....arthritis pain is gone (that’s what I take it for)!!Try it!!! It’s cheap, easy and hell.....it gets you OUT OF PAIN!!!😬

"
4801,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  I love love love this product. These capsules really are beneficial. I suffer from lupus and it’s a daily challenge for me. I was extremely inflamed and had the hardest time walking. For me, it gives me the prednisone(steroids) effect without the negative side effects. Thank you so much for making a high quality product.

",6,"February 27, 2018",,B06X9T1Y3F,p,"

  I love love love this product. These capsules really are beneficial. I suffer from lupus and it’s a daily challenge for me. I was extremely inflamed and had the hardest time walking. For me, it gives me the prednisone(steroids) effect without the negative side effects. Thank you so much for making a high quality product.

"
4802,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  The only product that works because it has 15mg of black pepper which is the proper amount that allows proper absorption, cannot find any other brand that has 15mg and also is clean of any bad additives.  I will buy this brand for as long as it exists as it is the only that works properly.

",4,"April 14, 2019",,B06X9T1Y3F,p,"

  The only product that works because it has 15mg of black pepper which is the proper amount that allows proper absorption, cannot find any other brand that has 15mg and also is clean of any bad additives.  I will buy this brand for as long as it exists as it is the only that works properly.

"
4803,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  I don't want to get my hopes up as I've been down this road before, but I am having really good results from this. I have several medical issues. I started taking turmeric because my rheumatologist recommended it. I have inflammation in my body that they can't figure out. At the the time I saw her I had horrible eczema on my hands. And my sed rate had been slightly elevated every time I got my blood done (every 3 months). So I thought, why not. Well, it's been 2-3 months since I started and wow. My eczema is practically gone. But the biggest difference it has made was something unrelated to the original recommendation. It has almost fixed my menstruation cycle. After having my son 7 years ago my period has been out of wake. I started getting it every 21 days. I literally only had about 5 good days every 3 weeks. My period was extremely heavy. My mood was horrible week before. I had rage and was so emotional over the littlest things. I also had physical symptoms that at times were debilitating. I'd get flu like symptoms prior. Extreme fatigue, or sometimes insomnia. I was just completely out of whack. No doctors could seem to help me.So now it's been 2-3 months since starting and oh my goodness have things changed. My period came 34 days later! It was way less heavy. My moods have been leveling out and I feel more in control. And the real kicker is the increased sex drive I'm having! I suppose feeling better physically and mentally could be the reason. But I've been reading about turmeric and it's another added bonus of its goodness.

",1,"May 12, 2020",,B06X9T1Y3F,p,"

  I don't want to get my hopes up as I've been down this road before, but I am having really good results from this. I have several medical issues. I started taking turmeric because my rheumatologist recommended it. I have inflammation in my body that they can't figure out. At the the time I saw her I had horrible eczema on my hands. And my sed rate had been slightly elevated every time I got my blood done (every 3 months). So I thought, why not. Well, it's been 2-3 months since I started and wow. My eczema is practically gone. But the biggest difference it has made was something unrelated to the original recommendation. It has almost fixed my menstruation cycle. After having my son 7 years ago my period has been out of wake. I started getting it every 21 days. I literally only had about 5 good days every 3 weeks. My period was extremely heavy. My mood was horrible week before. I had rage and was so emotional over the littlest things. I also had physical symptoms that at times were debilitating. I'd get flu like symptoms prior. Extreme fatigue, or sometimes insomnia. I was just completely out of whack. No doctors could seem to help me.So now it's been 2-3 months since starting and oh my goodness have things changed. My period came 34 days later! It was way less heavy. My moods have been leveling out and I feel more in control. And the real kicker is the increased sex drive I'm having! I suppose feeling better physically and mentally could be the reason. But I've been reading about turmeric and it's another added bonus of its goodness.

"
4804,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  I was SUPER skeptical about this product working.  But anyone that knows what it is like to have pain everyday for months on end knows that you get to a point where you are willing to try almost anything.  About 4 months ago I went from someone who walked everywhere, miles and miles every day, and loved it, to someone who couldn't walk a block without sciatic pain dropping me to my knees at time.  I stopped taking public transit to work (back when we all actually left the house to go to work) and had to start driving because I was unable to walk the 2 miles to and from the train everyday anymore.  I stopped going hiking on weekends, heck I couldn't anything I loved to do anymore, even trips to the grocery store were painful.  I started seeing a chiropractor and went about 8 times with no change, I had not given up on that but then then we all were put on virus lock down.  I started reading about sciatic pain and something that came up over and over was the term inflammation.  II could change my diet to help and I have started to do that, but that can take a lot of time to have an effect and in the meantime I was unable to actually exercise which would have helped (catch 22).  SO I started taking this 3 times a day and I kid you not, one week later I went for a Hike!  Not my normal 7-10 miles but a still a honest to goodness 2 miles in the woods hike without a hint of pain.  I almost didn't believe it, I spent most of the hike waiting for that sharp paint to shoot down my leg and take me out..but no pain.  I have continued to take this for the last three weeks and still no more pain.  And I did a longer hike last weekend!  The great thing is I am not able to move again which helps with my condition overall.  Some may say it was a coincidence but I refuse to believe it, nothing in my life changed other than I started taking this and now I am almost totally pain free.

",0,"May 29, 2020",,B06X9T1Y3F,p,"

  I was SUPER skeptical about this product working.  But anyone that knows what it is like to have pain everyday for months on end knows that you get to a point where you are willing to try almost anything.  About 4 months ago I went from someone who walked everywhere, miles and miles every day, and loved it, to someone who couldn't walk a block without sciatic pain dropping me to my knees at time.  I stopped taking public transit to work (back when we all actually left the house to go to work) and had to start driving because I was unable to walk the 2 miles to and from the train everyday anymore.  I stopped going hiking on weekends, heck I couldn't anything I loved to do anymore, even trips to the grocery store were painful.  I started seeing a chiropractor and went about 8 times with no change, I had not given up on that but then then we all were put on virus lock down.  I started reading about sciatic pain and something that came up over and over was the term inflammation.  II could change my diet to help and I have started to do that, but that can take a lot of time to have an effect and in the meantime I was unable to actually exercise which would have helped (catch 22).  SO I started taking this 3 times a day and I kid you not, one week later I went for a Hike!  Not my normal 7-10 miles but a still a honest to goodness 2 miles in the woods hike without a hint of pain.  I almost didn't believe it, I spent most of the hike waiting for that sharp paint to shoot down my leg and take me out..but no pain.  I have continued to take this for the last three weeks and still no more pain.  And I did a longer hike last weekend!  The great thing is I am not able to move again which helps with my condition overall.  Some may say it was a coincidence but I refuse to believe it, nothing in my life changed other than I started taking this and now I am almost totally pain free.

"
4805,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  I had an arm strain in April 2018 between my elbow & shoulder (tendon?). It had gotten better, but not healed and caused me anywhere from nagging discomfort to pain that woke me in the night. I ordered Turmeric Curcumin Max Potency 95% Curcuminoids 1950mg with Bioperine Black Pepper in October 2018 and started taking 2 per day, one in the morning and one at night.At that time, I had limited range of motion, constant ache and pain off and on especially sleeping. Within a few weeks I could start feeling the difference. Within a month and a half, I was sleeping through the night and no longer using Ben Gay. By the first of January I felt almost healed.  By March I had regained full range of motion. By the end of the summer I no longer had any soreness at all.  I told my doctor about my success and that just a few months prior was planning to see him about the need for physical therapy or maybe possible surgery. He was so impressed he planned to try it for his back. He had also read about it’s healing properties. I continue taking it once a day because of all the healing properties I've read about.This is a great supplier.  The product always arrives promptly, clean and packaged well.

",0,"January 31, 2020",,B06X9T1Y3F,p,"

  I had an arm strain in April 2018 between my elbow & shoulder (tendon?). It had gotten better, but not healed and caused me anywhere from nagging discomfort to pain that woke me in the night. I ordered Turmeric Curcumin Max Potency 95% Curcuminoids 1950mg with Bioperine Black Pepper in October 2018 and started taking 2 per day, one in the morning and one at night.At that time, I had limited range of motion, constant ache and pain off and on especially sleeping. Within a few weeks I could start feeling the difference. Within a month and a half, I was sleeping through the night and no longer using Ben Gay. By the first of January I felt almost healed.  By March I had regained full range of motion. By the end of the summer I no longer had any soreness at all.  I told my doctor about my success and that just a few months prior was planning to see him about the need for physical therapy or maybe possible surgery. He was so impressed he planned to try it for his back. He had also read about it’s healing properties. I continue taking it once a day because of all the healing properties I've read about.This is a great supplier.  The product always arrives promptly, clean and packaged well.

"
4806,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  It sure seems so – at least for me. I’ve had lower back arthritis pain for 20+ years. And the older I get (I’m 76) the worse it becomes. So I decided to get some Turmeric when my doctor suggested I give it a try.Within 3-4 days there was noticeable improvement. And today, after only 2 weeks, I can honestly say I am at least 90% pain-free. What’s more, all of my joints feel smoother; and there have been absolutely no side effects of any kind. So far this is great stuff.

",3,"September 18, 2018",,B06X9T1Y3F,p,"

  It sure seems so – at least for me. I’ve had lower back arthritis pain for 20+ years. And the older I get (I’m 76) the worse it becomes. So I decided to get some Turmeric when my doctor suggested I give it a try.Within 3-4 days there was noticeable improvement. And today, after only 2 weeks, I can honestly say I am at least 90% pain-free. What’s more, all of my joints feel smoother; and there have been absolutely no side effects of any kind. So far this is great stuff.

"
4807,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  The  front label states 1950mg but this is deceptive because that is per serving, not per capsule. Any pill or capsule should be labeled by the dosage of each capsule like a pharmacy would do. These are actually 1/3rd of the 1950mg each, so the label should say 650mg. Trying to trick people is not a good business practice and unethical.

",3,"November 22, 2019",,B06X9T1Y3F,p,"

  The  front label states 1950mg but this is deceptive because that is per serving, not per capsule. Any pill or capsule should be labeled by the dosage of each capsule like a pharmacy would do. These are actually 1/3rd of the 1950mg each, so the label should say 650mg. Trying to trick people is not a good business practice and unethical.

"
4808,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  This product really works. Most Tumeric products come in 500mg capsules which are large, hard to swallow and not a high enough dose to really work unless you take six to eight capsules a day. YUCK!  Recently my doctor suggested that I take upto 4000mg of tumeric daily for joint inflamation, rather than Aleve which I had been taking for years. This product has absolutely replaced the Aleve.  Great pain relief from a natural substance.IT WORKS.

",3,"November 3, 2018",,B06X9T1Y3F,p,"

  This product really works. Most Tumeric products come in 500mg capsules which are large, hard to swallow and not a high enough dose to really work unless you take six to eight capsules a day. YUCK!  Recently my doctor suggested that I take upto 4000mg of tumeric daily for joint inflamation, rather than Aleve which I had been taking for years. This product has absolutely replaced the Aleve.  Great pain relief from a natural substance.IT WORKS.

"
4809,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  As a sufferer of Sjogren's syndrome, I often ache and hurt in my joints alot. I was prescribed Plaquenil, but refuse to take it.As a medical provider/prescriber myself, I am knowledgeable about medications and was against taking it and wanted to try the natural route FIRST.About 7 weeks ago, I stopped taking my NSAIDS and starting taking Tumeric twice daily religiously. I can tell a big difference and have been PAIN FREE!It has worked so well, I have told my family members and patients about it and they too have reported the same results.Herbal medicine is the remedy to alot of illnesses/symptoms.I highly recommend.

",1,"December 27, 2019",,B06X9T1Y3F,p,"

  As a sufferer of Sjogren's syndrome, I often ache and hurt in my joints alot. I was prescribed Plaquenil, but refuse to take it.As a medical provider/prescriber myself, I am knowledgeable about medications and was against taking it and wanted to try the natural route FIRST.About 7 weeks ago, I stopped taking my NSAIDS and starting taking Tumeric twice daily religiously. I can tell a big difference and have been PAIN FREE!It has worked so well, I have told my family members and patients about it and they too have reported the same results.Herbal medicine is the remedy to alot of illnesses/symptoms.I highly recommend.

"
4810,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",4,"

  I've been diagnosed with chronic tendonitis in my left arm.  I got little or no relief from acetaminophen,  nsaids, heat or ice.  Then ta da!  I tried this product and can not believe the results.  While I don't have 100% relief, I will take the 90% I do have and celebrate.  Amazing stuff!

",24,"June 14, 2017",,B06X9T1Y3F,p,"

  I've been diagnosed with chronic tendonitis in my left arm.  I got little or no relief from acetaminophen,  nsaids, heat or ice.  Then ta da!  I tried this product and can not believe the results.  While I don't have 100% relief, I will take the 90% I do have and celebrate.  Amazing stuff!

"
4811,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  I am getting a full refund for this. Sorry to say it made me nauseated and bad stomach ache. I also got dizzy. I do think it is way to high a dosage but nope I am not going to risk anymore side affects. I do not take any form of medications so it wasn't that. Not even tylenol. So if you get a dizzy or nauseated feeling stop taking immediately as I did. Also they taste horrible and smell bad too.

",2,"August 26, 2020",,B06X9T1Y3F,p,"

  I am getting a full refund for this. Sorry to say it made me nauseated and bad stomach ache. I also got dizzy. I do think it is way to high a dosage but nope I am not going to risk anymore side affects. I do not take any form of medications so it wasn't that. Not even tylenol. So if you get a dizzy or nauseated feeling stop taking immediately as I did. Also they taste horrible and smell bad too.

"
4812,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",1,"

  I love this product!!! I can’t say that enough. I have arthritis in my shoulder that is previously only had relief with steroid packs and or shots. But, this supplement has been a game changer to me. I take it twice a day and do not have pain when I take this. When it wears off I do have pain again but it doesn’t take long for it to be relieved after I take the supplement.I have been taking this supplement for a month now and depending on the weather and how intense my activity is I don’t have to take it every day anymore.  I have since gotten two of my family memebers who also have arthritis (one in their feet and one in their elbow) to take it and have had similar results! I absolutely recommend it!

",2,"October 9, 2018",,B06X9T1Y3F,n,"

  I love this product!!! I can’t say that enough. I have arthritis in my shoulder that is previously only had relief with steroid packs and or shots. But, this supplement has been a game changer to me. I take it twice a day and do not have pain when I take this. When it wears off I do have pain again but it doesn’t take long for it to be relieved after I take the supplement.I have been taking this supplement for a month now and depending on the weather and how intense my activity is I don’t have to take it every day anymore.  I have since gotten two of my family memebers who also have arthritis (one in their feet and one in their elbow) to take it and have had similar results! I absolutely recommend it!

"
4813,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",4,"

  The bottle says to take three but you only need to take two capsules in order to get the same formula as a more expensive brand and bottle last for 30 days if you do.  This way you get more for your money and price is lower than other brands.

",3,"July 29, 2020",,B06X9T1Y3F,p,"

  The bottle says to take three but you only need to take two capsules in order to get the same formula as a more expensive brand and bottle last for 30 days if you do.  This way you get more for your money and price is lower than other brands.

"
