,product name,ratings,reviews,helpful,date,,asin,target,text
4135,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  It's a fresh scent just not the fresh scent I was looking for..

",1,"October 3, 2016",,B000P22TIY,p,"

  It's a fresh scent just not the fresh scent I was looking for..

"
4136,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  Smells amazing

",0,"April 14, 2016",,B000P22TIY,n,"

  Smells amazing

"
4137,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  Came packaged great and smells awesome. Will buy again.

",0,"May 6, 2015",,B000P22TIY,p,"

  Came packaged great and smells awesome. Will buy again.

"
4138,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Great Product and great service!!

",0,"February 7, 2018",,B000P22TIY,p,"

  Great Product and great service!!

"
4139,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  ok

",0,"January 30, 2015",,B000P22TIY,p,"

  ok

"
4140,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Given as a gift.  My dad liked it.

",0,"July 14, 2014",,B000P22TIY,p,"

  Given as a gift.  My dad liked it.

"
4141,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Good Fragrance, Though it does not stay for long.

",0,"October 30, 2017",,B000P22TIY,p,"

  Good Fragrance, Though it does not stay for long.

"
4142,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Love the fragrance

",0,"May 24, 2016",,B000P22TIY,p,"

  Love the fragrance

"
4143,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  Nice scent...stays on long

",0,"October 1, 2016",,B000P22TIY,p,"

  Nice scent...stays on long

"
4144,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  son loved it.

",0,"December 13, 2014",,B000P22TIY,p,"

  son loved it.

"
4145,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Excellent longivity.

",0,"April 30, 2016",,B000P22TIY,p,"

  Excellent longivity.

"
4146,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Fast deliveryNice productGood price

",0,"April 1, 2016",,B000P22TIY,p,"

  Fast deliveryNice productGood price

"
4147,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  Nice

",0,"December 8, 2014",,B000P22TIY,p,"

  Nice

"
4148,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Very Good

",0,"October 12, 2017",,B000P22TIY,p,"

  Very Good

"
4149,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  Very clean smelling. Have had women come up and ask me what cologne I have on. Women love it!!!!!!!!!!

",1,"January 15, 2015",,B000P22TIY,n,"

  Very clean smelling. Have had women come up and ask me what cologne I have on. Women love it!!!!!!!!!!

"
4150,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Quick delivery , good quality

",0,"February 12, 2018",,B000P22TIY,p,"

  Quick delivery , good quality

"
4151,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Incredibly affordable. Smells amazing. I get compliments all the time from the ladies on how good I smell.

",0,"January 29, 2016",,B000P22TIY,p,"

  Incredibly affordable. Smells amazing. I get compliments all the time from the ladies on how good I smell.

"
4152,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Amazing product. My girl loves it on me

",0,"December 13, 2017",,B000P22TIY,p,"

  Amazing product. My girl loves it on me

"
4153,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  This cologne smells very nice and lasts a long time! Great for young men!

",0,"May 16, 2017",,B000P22TIY,n,"

  This cologne smells very nice and lasts a long time! Great for young men!

"
4154,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  It was behind the head set. I thought they would have arrived together because I ordered them together but he did not have any complaints about it.

",0,"March 20, 2015",,B000P22TIY,p,"

  It was behind the head set. I thought they would have arrived together because I ordered them together but he did not have any complaints about it.

"
4155,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Ok.

",0,"March 26, 2015",,B000P22TIY,p,"

  Ok.

"
4156,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  very clean fresh scent. however it doesn't last very long. the cap doesn't stay on which makes me wonder if its an original or a bootleg

",0,"December 29, 2013",,B000P22TIY,p,"

  very clean fresh scent. however it doesn't last very long. the cap doesn't stay on which makes me wonder if its an original or a bootleg

"
4157,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  It has a little smell. The smell carries and is a clean crispy type.

",0,"February 24, 2015",,B000P22TIY,p,"

  It has a little smell. The smell carries and is a clean crispy type.

"
4158,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  It's a good one.

",0,"May 26, 2015",,B000P22TIY,p,"

  It's a good one.

"
4159,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Smell stays on forever hahaha

",0,"September 25, 2015",,B000P22TIY,p,"

  Smell stays on forever hahaha

"
4160,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  It arrived in time. But it doesn't last long. Seems to fade away within 2 hours

",0,"September 7, 2016",,B000P22TIY,p,"

  It arrived in time. But it doesn't last long. Seems to fade away within 2 hours

"
4161,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Great

",0,"February 18, 2015",,B000P22TIY,p,"

  Great

"
4162,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  My son loves it, so I'm happy.

",0,"May 16, 2017",,B000P22TIY,n,"

  My son loves it, so I'm happy.

"
4163,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Good fragance but it dies away too fast. It lasts less than 2 hours even when you are indoors

",0,"August 24, 2015",,B000P22TIY,p,"

  Good fragance but it dies away too fast. It lasts less than 2 hours even when you are indoors

"
4164,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  Good perfume for any1 who is looking for a mild fresh fragrance. Worth the buy

",0,"May 16, 2016",,B000P22TIY,n,"

  Good perfume for any1 who is looking for a mild fresh fragrance. Worth the buy

"
4165,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Fast shipping great price

",0,"January 20, 2015",,B000P22TIY,p,"

  Fast shipping great price

"
4166,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  Product as well as the service were both great and will definitely look forward to being a future customer.

",0,"July 2, 2015",,B000P22TIY,p,"

  Product as well as the service were both great and will definitely look forward to being a future customer.

"
4167,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Purchased for a relative.  Fresh, oceanic fragrance which improvess in the drydown.  Not bad for the price.

",0,"August 27, 2016",,B000P22TIY,p,"

  Purchased for a relative.  Fresh, oceanic fragrance which improvess in the drydown.  Not bad for the price.

"
4168,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  Great deal

",0,"December 5, 2017",,B000P22TIY,n,"

  Great deal

"
4169,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  very nice cologne! Love it!

",0,"April 21, 2015",,B000P22TIY,p,"

  very nice cologne! Love it!

"
4170,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  The Nautica Voyage By Nautica For Men. Eau De Toilette Spray 3.4 oz has a good essence, but it has not a good fixation.

",0,"August 18, 2015",,B000P22TIY,p,"

  The Nautica Voyage By Nautica For Men. Eau De Toilette Spray 3.4 oz has a good essence, but it has not a good fixation.

"
4171,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Very bad product, smell doesn't last for more than 15 minutes. DO NOT ORDER.

",2,"July 12, 2015",,B000P22TIY,p,"

  Very bad product, smell doesn't last for more than 15 minutes. DO NOT ORDER.

"
4172,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  I absolutely love this smell, it's probably one of my favorites

",0,"December 7, 2016",,B000P22TIY,p,"

  I absolutely love this smell, it's probably one of my favorites

"
4173,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  My son loved the cologne. Thank you so much.

",0,"January 12, 2015",,B000P22TIY,p,"

  My son loved the cologne. Thank you so much.

"
4174,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  FAKE.  The stuff doesn't like the real stuff.  The cap is one piece and plastic.  The stuff I ordered previously had a smaller heavy metal cap.

",0,"March 6, 2015",,B000P22TIY,p,"

  FAKE.  The stuff doesn't like the real stuff.  The cap is one piece and plastic.  The stuff I ordered previously had a smaller heavy metal cap.

"
4175,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  I really don't like the smell of this I wouldn't buy it again you really only can wear it wear its cold or else it smells bad

",0,"April 12, 2015",,B000P22TIY,n,"

  I really don't like the smell of this I wouldn't buy it again you really only can wear it wear its cold or else it smells bad

"
4176,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Been using Nautica for two years, love it and get a ton of positive feedback on it.

",0,"December 19, 2014",,B000P22TIY,p,"

  Been using Nautica for two years, love it and get a ton of positive feedback on it.

"
4177,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  The smell definitely lasts, but the longevity is undermined with the fact that it is not as fragrant as other colognes I have used. Overall a good product, but I have gotten better compliments using other brands.

",0,"January 3, 2014",,B000P22TIY,p,"

  The smell definitely lasts, but the longevity is undermined with the fact that it is not as fragrant as other colognes I have used. Overall a good product, but I have gotten better compliments using other brands.

"
4178,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Quick delivery and great price

",0,"June 20, 2016",,B000P22TIY,p,"

  Quick delivery and great price

"
4179,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  My husband really loved this fragrance and I love to smell it on him! Very SEXY!!! We would buy it again because it's a head turner!!!

",0,"November 30, 2014",,B000P22TIY,p,"

  My husband really loved this fragrance and I love to smell it on him! Very SEXY!!! We would buy it again because it's a head turner!!!

"
4180,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  It smells nice

",0,"July 20, 2017",,B000P22TIY,p,"

  It smells nice

"
4181,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Two thumbs up!!

",0,"March 15, 2015",,B000P22TIY,p,"

  Two thumbs up!!

"
4182,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Nice product.

",0,"December 21, 2015",,B000P22TIY,p,"

  Nice product.

"
4183,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Superb Fragrance.... At first not too sure... but then it grows on you... Most everyone likes that it has a crisp, clean scent..  ME TOO!

",1,"September 26, 2011",,B000P22TIY,p,"

  Superb Fragrance.... At first not too sure... but then it grows on you... Most everyone likes that it has a crisp, clean scent..  ME TOO!

"
4184,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",2,"

  Very good value with this product.  Nautica has very solid fragrances that are perfect for the spring and summer season.

",0,"November 4, 2015",,B000P22TIY,n,"

  Very good value with this product.  Nautica has very solid fragrances that are perfect for the spring and summer season.

"
4185,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  I love this colone!!!!

",0,"August 7, 2016",,B000P22TIY,p,"

  I love this colone!!!!

"
4186,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  Smells clean, every thing was authentic, all of my family loves it

",0,"October 11, 2016",,B000P22TIY,p,"

  Smells clean, every thing was authentic, all of my family loves it

"
4187,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Love it

",0,"November 24, 2016",,B000P22TIY,p,"

  Love it

"
4188,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  Bought for my husband. He loved it. Delivery was great just as promised.

",0,"April 26, 2016",,B000P22TIY,n,"

  Bought for my husband. He loved it. Delivery was great just as promised.

"
4189,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Loved the smell.

",0,"June 2, 2015",,B000P22TIY,p,"

  Loved the smell.

"
4190,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Every girls ask about my cologne it's great

",1,"May 15, 2016",,B000P22TIY,p,"

  Every girls ask about my cologne it's great

"
4191,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  This is for my high school son.  He loved the smell and wears a lot for his social events.

",0,"May 11, 2015",,B000P22TIY,p,"

  This is for my high school son.  He loved the smell and wears a lot for his social events.

"
4192,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  Fake

",0,"December 12, 2016",,B000P22TIY,p,"

  Fake

"
4193,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Got it for my boyfriend. He said it smelled fake. Will not buy again!

",0,"December 19, 2016",,B000P22TIY,p,"

  Got it for my boyfriend. He said it smelled fake. Will not buy again!

"
4194,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",2,"

  Don't ever try to get this product

",1,"December 16, 2016",,B000P22TIY,n,"

  Don't ever try to get this product

"
4195,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",3,"

  my favorite

",0,"July 6, 2014",,B000P22TIY,n,"

  my favorite

"
4196,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  It smells good at first but after a few minutes, it gave an unpleasant scent.

",0,"January 27, 2017",,B000P22TIY,n,"

  It smells good at first but after a few minutes, it gave an unpleasant scent.

"
4197,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Real nice

",0,"April 7, 2015",,B000P22TIY,p,"

  Real nice

"
4198,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Very happy with the use of this spray  Not overpowering but always there Gj!

",0,"December 20, 2016",,B000P22TIY,p,"

  Very happy with the use of this spray  Not overpowering but always there Gj!

"
4199,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  My fav cologne!

",0,"November 29, 2017",,B000P22TIY,p,"

  My fav cologne!

"
4200,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Girls love it

",0,"June 25, 2017",,B000P22TIY,p,"

  Girls love it

"
4201,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  I honestly have to if feels as if the product was watered down.

",0,"October 6, 2016",,B000P22TIY,n,"

  I honestly have to if feels as if the product was watered down.

"
4202,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  I love it

",0,"November 22, 2014",,B000P22TIY,p,"

  I love it

"
4203,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  As described

",0,"March 1, 2018",,B000P22TIY,p,"

  As described

"
4204,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  Great gift for a man

",0,"November 3, 2014",,B000P22TIY,p,"

  Great gift for a man

"
4205,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  one of the best perfumes I've ever used, very nice smell that stays for the whole day !

",0,"November 4, 2015",,B000P22TIY,p,"

  one of the best perfumes I've ever used, very nice smell that stays for the whole day !

"
4206,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  I love it and so does my wife

",0,"May 29, 2017",,B000P22TIY,p,"

  I love it and so does my wife

"
4207,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  Smells very clean. One of my new favorires

",0,"February 28, 2017",,B000P22TIY,p,"

  Smells very clean. One of my new favorires

"
4208,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  Not good

",0,"October 10, 2016",,B000P22TIY,p,"

  Not good

"
4209,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Lasts maybe 1/2 hour - not legit

",2,"January 25, 2016",,B000P22TIY,p,"

  Lasts maybe 1/2 hour - not legit

"
4210,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Smells good but seems like something a college boy would use

",0,"October 12, 2016",,B000P22TIY,p,"

  Smells good but seems like something a college boy would use

"
4211,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  This is my favorite cologne I wish I could find the aftershave. For some reason Nautica no longer makes this scent. It is really a shame

",0,"July 10, 2014",,B000P22TIY,p,"

  This is my favorite cologne I wish I could find the aftershave. For some reason Nautica no longer makes this scent. It is really a shame

"
4212,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  This fragrance lasts 24 hours. The aroma is awesome. Soft and sensual. It's bigger than I imagined. 100% recommend this perfume.I love it!

",0,"February 27, 2014",,B000P22TIY,p,"

  This fragrance lasts 24 hours. The aroma is awesome. Soft and sensual. It's bigger than I imagined. 100% recommend this perfume.I love it!

"
4213,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Unanimous consensus of feedback it that it smells awesome, from ALL my female counterparts. It has a soft, light smell, nothing ""loud"" or over-bearing, which is nice for my tastes.

",1,"February 20, 2013",,B000P22TIY,p,"

  Unanimous consensus of feedback it that it smells awesome, from ALL my female counterparts. It has a soft, light smell, nothing ""loud"" or over-bearing, which is nice for my tastes.

"
4214,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  I was really nervous while buying this perfume online but i must say that i made a good decision. My husband just loves it and so am I :)

",0,"December 29, 2014",,B000P22TIY,n,"

  I was really nervous while buying this perfume online but i must say that i made a good decision. My husband just loves it and so am I :)

"
4215,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Was looking to add something new to my cologne collection and came across ""Nautica Voyage"" on sale at ""Amazon"".  In a nutshell ""Nautica Voyage"" is a decent scent for going to work, church, or on a  cheap date.  Smells okay but won't turn any heads......no ""wow"" factor.

",1,"November 27, 2012",,B000P22TIY,p,"

  Was looking to add something new to my cologne collection and came across ""Nautica Voyage"" on sale at ""Amazon"".  In a nutshell ""Nautica Voyage"" is a decent scent for going to work, church, or on a  cheap date.  Smells okay but won't turn any heads......no ""wow"" factor.

"
4216,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  he had a sample of this bottle and he loved it. It is almost empty so i bought him this one, it is so inexpensive!!!

",0,"July 22, 2013",,B000P22TIY,p,"

  he had a sample of this bottle and he loved it. It is almost empty so i bought him this one, it is so inexpensive!!!

"
4217,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  Cheap smell is decent! Good buy

",0,"January 23, 2017",,B000P22TIY,p,"

  Cheap smell is decent! Good buy

"
4218,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  You know how a smell is good?  As a guy, when another person male/female comes up to you and says, ""wow what are you wearing that smells nice""  or  ""what is that I want to get that smell for myself, or for my boyfriend, or husband"".  When you hear that often when you wear this, then you know you have a winner.Great fragrance.

",9,"June 18, 2014",,B000P22TIY,p,"

  You know how a smell is good?  As a guy, when another person male/female comes up to you and says, ""wow what are you wearing that smells nice""  or  ""what is that I want to get that smell for myself, or for my boyfriend, or husband"".  When you hear that often when you wear this, then you know you have a winner.Great fragrance.

"
4219,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  Smells great, stays on for long periods of time, even after getting out of a pool.

",0,"July 27, 2016",,B000P22TIY,p,"

  Smells great, stays on for long periods of time, even after getting out of a pool.

"
4220,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  it was pretty good, and smells pleasant, I bought for my friend, and he likes it, so did his girlfriend, but a bit too girly to me!

",0,"January 24, 2014",,B000P22TIY,p,"

  it was pretty good, and smells pleasant, I bought for my friend, and he likes it, so did his girlfriend, but a bit too girly to me!

"
4221,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  it has the most pleasant smell I've ever smelled! it shows me what paradise is like! literally!

",0,"May 27, 2015",,B000P22TIY,p,"

  it has the most pleasant smell I've ever smelled! it shows me what paradise is like! literally!

"
4222,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Worth the price ! And it smells so good !

",0,"August 27, 2014",,B000P22TIY,p,"

  Worth the price ! And it smells so good !

"
4223,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",3,"

  super synthetic smell

",0,"December 18, 2016",,B000P22TIY,n,"

  super synthetic smell

"
4224,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  Very Nice

",0,"December 9, 2016",,B000P22TIY,n,"

  Very Nice

"
4225,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  nice smelling

",0,"December 30, 2015",,B000P22TIY,p,"

  nice smelling

"
4226,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Light, crisp scent may ware off a little too quickly but otherwise it smells good and it's priced right.  I would recommend it.

",1,"October 14, 2011",,B000P22TIY,p,"

  Light, crisp scent may ware off a little too quickly but otherwise it smells good and it's priced right.  I would recommend it.

"
4227,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  Nice, soft scent... quite casual. highly recomended for night hangouts.Is not world's finest Cologne but It shall do the trick.

",0,"July 15, 2013",,B000P22TIY,n,"

  Nice, soft scent... quite casual. highly recomended for night hangouts.Is not world's finest Cologne but It shall do the trick.

"
4228,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Cheap knock off. Beware. Doesn't smell like an original and goes away in 15 mins.

",0,"November 5, 2016",,B000P22TIY,p,"

  Cheap knock off. Beware. Doesn't smell like an original and goes away in 15 mins.

"
4229,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Smells great, lasts for quite a while, and this is with just 2 sprays. Not really a cologne person, but this is good to start with in my opinion.

",0,"March 3, 2013",,B000P22TIY,p,"

  Smells great, lasts for quite a while, and this is with just 2 sprays. Not really a cologne person, but this is good to start with in my opinion.

"
4230,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  Nice, clean smell!!!  My husband smells wonderful...I love it!

",0,"February 14, 2015",,B000P22TIY,p,"

  Nice, clean smell!!!  My husband smells wonderful...I love it!

"
4231,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Scent isnt as strong as I thought yet still a nice fragrance

",0,"March 29, 2017",,B000P22TIY,p,"

  Scent isnt as strong as I thought yet still a nice fragrance

"
4232,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  Smells really Nice, I wear it all the time!

",1,"March 3, 2016",,B000P22TIY,n,"

  Smells really Nice, I wear it all the time!

"
4233,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Awesome!!

",0,"November 18, 2017",,B000P22TIY,p,"

  Awesome!!

"
4234,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Bought it for my boyfriend for Valentine's Day. He loves it. Smells fresh! Love it! I would definitely recommend it!

",0,"March 11, 2013",,B000P22TIY,p,"

  Bought it for my boyfriend for Valentine's Day. He loves it. Smells fresh! Love it! I would definitely recommend it!

"
4235,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",2,"

  Smells really good, I usually wear Axe. But this is way betterr

",0,"November 22, 2016",,B000P22TIY,n,"

  Smells really good, I usually wear Axe. But this is way betterr

"
4236,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  This was is a great product for me.  I will continue to order from  BeautyNails.  No issues and no complaints here.

",0,"February 2, 2015",,B000P22TIY,p,"

  This was is a great product for me.  I will continue to order from  BeautyNails.  No issues and no complaints here.

"
4237,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Nice clean and inoffensive smell. Kind of reminds me of the beach for some reason. Not my favorite, but I like to use this one when I want to smell nice without feeling like I'm ""trying too hard.""

",1,"May 21, 2016",,B000P22TIY,p,"

  Nice clean and inoffensive smell. Kind of reminds me of the beach for some reason. Not my favorite, but I like to use this one when I want to smell nice without feeling like I'm ""trying too hard.""

"
4238,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  This is a great product and got for a great price. I like several of the nautica colognes and this one as well. Smells really good, already had compliments on it.

",0,"October 25, 2012",,B000P22TIY,p,"

  This is a great product and got for a great price. I like several of the nautica colognes and this one as well. Smells really good, already had compliments on it.

"
4239,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  I received it in great condition . Merci beacoup! 🏽

",1,"December 13, 2015",,B000P22TIY,p,"

  I received it in great condition . Merci beacoup! 🏽

"
4240,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  J'aime

",0,"January 13, 2015",,B000P22TIY,n,"

  J'aime

"
4241,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  good stuff nice price

",0,"November 10, 2014",,B000P22TIY,p,"

  good stuff nice price

"
4242,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Great stuff. Light, and smells oh so good!

",0,"November 25, 2014",,B000P22TIY,p,"

  Great stuff. Light, and smells oh so good!

"
4243,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  It has a really fresh smell, almost aquatic but not exactly... It's kind of hard to describe. Check out Fragrantica for what each of the notes contains. Anyway, my girlfriend loves it, and so do I. The only issue I have with it is that it does not last as long as I would like (probably because it's an Eau de Toilette as opposed to Eau de Parfum or Parfum). Also, the sillage is not very high. All this means is that it does not radiate very far from your body which can be good or bad. Overall, it's a great cologne especially if you just want to try it out!

",0,"March 29, 2016",,B000P22TIY,p,"

  It has a really fresh smell, almost aquatic but not exactly... It's kind of hard to describe. Check out Fragrantica for what each of the notes contains. Anyway, my girlfriend loves it, and so do I. The only issue I have with it is that it does not last as long as I would like (probably because it's an Eau de Toilette as opposed to Eau de Parfum or Parfum). Also, the sillage is not very high. All this means is that it does not radiate very far from your body which can be good or bad. Overall, it's a great cologne especially if you just want to try it out!

"
4244,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  It seems it is diluted and not exactly 100% original. Still price was low to my surprise as it was about 50% off almost which is amazing. Thanks.

",0,"June 16, 2014",,B000P22TIY,p,"

  It seems it is diluted and not exactly 100% original. Still price was low to my surprise as it was about 50% off almost which is amazing. Thanks.

"
4245,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  I love this product

",0,"September 4, 2017",,B000P22TIY,p,"

  I love this product

"
4246,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  I love it .....

",0,"March 29, 2017",,B000P22TIY,p,"

  I love it .....

"
4247,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  I purchased this for my husband and it smells so good on him.  It's clean and fresh and very masculine.  It has turned into one of our favorites for sure.

",1,"January 10, 2013",,B000P22TIY,p,"

  I purchased this for my husband and it smells so good on him.  It's clean and fresh and very masculine.  It has turned into one of our favorites for sure.

"
